央视频道,#genre#
湖北卫视,http://154.12.36.187:656/index.php?token=7777&id=hubws
吉林卫视,http://154.12.36.187:656/index.php?token=7777&id=jlws
青海卫视,http://154.12.36.187:656/index.php?token=7777&id=qhws
海南卫视,http://154.12.36.187:656/index.php?token=7777&id=hainws
辽宁卫视,http://154.12.36.187:656/index.php?token=7777&id=lnws
嘉佳卡通,http://154.12.36.187:656/index.php?token=7777&id=jjkt
优漫卡通,http://154.12.36.187:656/index.php?token=7777&id=ymkt
江苏教育,http://154.12.36.187:656/index.php?token=7777&id=jsjy
山东教育,http://154.12.36.187:656/index.php?token=7777&id=sdjy
兵团卫视,http://154.12.36.187:656/index.php?token=7777&id=btws
河北卫视,http://154.12.36.187:656/index.php?token=7777&id=hebws
黑龙江卫视,http://154.12.36.187:656/index.php?token=7777&id=hljws
三沙卫视,http://154.12.36.187:656/index.php?token=7777&id=ssws
延边卫视,http://154.12.36.187:656/index.php?token=7777&id=ybws
云南卫视,http://154.12.36.187:656/index.php?token=7777&id=ynws
西藏卫视,http://154.12.36.187:656/index.php?token=7777&id=xzws
西藏藏语卫视,http://154.12.36.187:656/index.php?token=7777&id=xzzy
康巴卫视,http://154.12.36.187:656/index.php?token=7777&id=kbws
新疆卫视,http://154.12.36.187:656/index.php?token=7777&id=xjws
山西卫视,http://154.12.36.187:656/index.php?token=7777&id=sxws
陕西卫视,http://154.12.36.187:656/index.php?token=7777&id=shanxws
农林卫视,http://154.12.36.187:656/index.php?token=7777&id=nlws
内蒙古卫视,http://154.12.36.187:656/index.php?token=7777&id=nmgws
内蒙古蒙语卫视,http://154.12.36.187:656/index.php?token=7777&id=nmmyws
海峡卫视,http://154.12.36.187:656/index.php?token=7777&id=hxws
甘肃卫视,http://154.12.36.187:656/index.php?token=7777&id=gsws
深圳卫视,http://154.12.36.187:656/index.php?token=7777&id=szws
天津卫视,http://154.12.36.187:656/index.php?token=7777&id=tjws
安徽卫视,http://154.12.36.187:656/index.php?token=7777&id=ahws
广西卫视,http://154.12.36.187:656/index.php?token=7777&id=gxws
四川卫视,http://154.12.36.187:656/index.php?token=7777&id=scws
贵州卫视,http://154.12.36.187:656/index.php?token=7777&id=gzws
宁夏卫视,http://154.12.36.187:656/index.php?token=7777&id=nxws
重庆卫视,http://154.12.36.187:656/index.php?token=7777&id=cqws
东南卫视,http://154.12.36.187:656/index.php?token=7777&id=dnws
青海安多卫视,http://154.12.36.187:656/index.php?token=7777&id=qhadws
湖南卫视,http://154.12.36.187:656/index.php?token=7777&id=hunws
湖南经视,http://154.12.36.187:656/index.php?token=7777&id=hunjs
金鹰卡通,http://154.12.36.187:656/index.php?token=7777&id=jykt
金鹰纪实,http://154.12.36.187:656/index.php?token=7777&id=jyjs
快乐垂钓,http://154.12.36.187:656/index.php?token=7777&id=klcd
先锋乒羽,http://154.12.36.187:656/index.php?token=7777&id=xfpy
湖南都市,http://154.12.36.187:656/index.php?token=7777&id=hunds
湖南电视剧,http://154.12.36.187:656/index.php?token=7777&id=hndsj
湖南公共,http://154.12.36.187:656/index.php?token=7777&id=hungg
湖南国际,http://154.12.36.187:656/index.php?token=7777&id=hungj
湖南娱乐,http://154.12.36.187:656/index.php?token=7777&id=hunyl
湖南快乐购,http://154.12.36.187:656/index.php?token=7777&id=klg
湖南茶频道,http://154.12.36.187:656/index.php?token=7777&id=cpd
湖南电影,http://154.12.36.187:656/index.php?token=7777&id=hndy
长沙新闻,http://154.12.36.187:656/index.php?token=7777&id=csxw
长沙政法,http://154.12.36.187:656/index.php?token=7777&id=cszf
长沙女性,http://154.12.36.187:656/index.php?token=7777&id=csnx
电影频道,#genre#
经典香港电影,http://180.76.145.203:1112/migu720p.php?id=625703337
抗战经典影片,http://180.76.145.203:1112/migu720p.php?id=617432318
新片放映厅,http://180.76.145.203:1112/migu720p.php?id=619495952
CHC影迷电影,http://180.76.145.203:1112/migu720p.php?id=952383261
和美乡途轮播台,http://180.76.145.203:1112/migu720p.php?id=713591450
高清大片,http://180.76.145.203:1112/migu720p.php?id=629943678
南方影视,http://180.76.145.203:1112/migu720p.php?id=614961829
血色山河·抗日战争影像志,http://180.76.145.203:1112/migu720p.php?id=713600957
山东教育,http://180.76.145.203:1112/migu720p.php?id=609154353
最强综艺趴,http://180.76.145.203:1112/migu720p.php?id=629942228
嘉佳卡通,http://180.76.145.203:1112/migu720p.php?id=614952364
经典动画大集合,http://180.76.145.203:1112/migu720p.php?id=629942219
新动力量创一流,http://180.76.145.203:1112/migu720p.php?id=713589837
环球旅游,http://180.76.145.203:1112/migu720p.php?id=958475356
钱塘江,http://180.76.145.203:1112/migu720p.php?id=647370520
五环传奇,http://180.76.145.203:1112/migu720p.php?id=707671890
赛事最经典,http://180.76.145.203:1112/migu720p.php?id=646596895
掼蛋精英赛,http://180.76.145.203:1112/migu720p.php?id=631354620
体坛名栏汇,http://180.76.145.203:1112/migu720p.php?id=629943305
四海钓鱼,http://180.76.145.203:1112/migu720p.php?id=637444975
咪咕24小时体育台,http://180.76.145.203:1112/migu720p.php?id=654102378
24小时城市联赛轮播台,http://180.76.145.203:1112/migu720p.php?id=915512915
武术世界,http://180.76.145.203:1112/migu720p.php?id=958475359
杭州生活,http://154.12.36.187:656/index.php?token=7777&id=hzsh
24小时轮播,http://154.12.36.187:656/index.php?token=7777&id=24hlb
传奇剧场,http://154.12.36.187:656/index.php?token=7777&id=cqjc
热血剧场,http://154.12.36.187:656/index.php?token=7777&id=rxjc
往昔影院,http://154.12.36.187:656/index.php?token=7777&id=wxyy
生活剧场,http://154.12.36.187:656/index.php?token=7777&id=shjc
国产佳作,http://154.12.36.187:656/index.php?token=7777&id=gcjz
岁月男神,http://154.12.36.187:656/index.php?token=7777&id=syns
心动投送,http://154.12.36.187:656/index.php?token=7777&id=xdts
宅家剧场,http://154.12.36.187:656/index.php?token=7777&id=zjjc
怀旧经典,http://154.12.36.187:656/index.php?token=7777&id=hjjd
放映厅,http://154.12.36.187:656/index.php?token=7777&id=fyt
红色经典,http://154.12.36.187:656/index.php?token=7777&id=hsjd
大咖面对面,http://154.12.36.187:656/index.php?token=7777&id=dkmdm
周润发系列,http://154.12.36.187:656/index.php?token=7777&id=zrfxl
重庆新闻,http://154.12.36.187:656/index.php?token=7777&id=cqxw
西藏影视文化,http://154.12.36.187:656/index.php?token=7777&id=xzys
经典动画大集合,http://154.12.36.187:656/index.php?token=7777&id=jddhdjh
经典香港电影,http://154.12.36.187:656/index.php?token=7777&id=jdxgdy
抗战经典影片,http://154.12.36.187:656/index.php?token=7777&id=kzjdyp
新片放映厅,http://154.12.36.187:656/index.php?token=7777&id=xpfyt
CHC影迷电影,http://154.12.36.187:656/index.php?token=7777&id=chcymdy
CHC动作电影,http://154.12.36.187:656/index.php?token=7777&id=chcdzdy
CHC家庭影院,http://154.12.36.187:656/index.php?token=7777&id=chcjtyy
和美乡途轮播台,http://154.12.36.187:656/index.php?token=7777&id=hmxtlbt
南方影视,http://154.12.36.187:656/index.php?token=7777&id=nfys
赛事最经典,http://154.12.36.187:656/index.php?token=7777&id=sszjd
体坛名栏汇,http://154.12.36.187:656/index.php?token=7777&id=ttmlh
24小时全运会轮播台,http://154.12.36.187:656/index.php?token=7777&id=24hqyhlbt
陕西体育休闲频道,http://154.12.36.187:656/index.php?token=7777&id=sxtyxxpd
24小时城市联赛轮播台,http://154.12.36.187:656/index.php?token=7777&id=24hcslslbt
武术世界,http://154.12.36.187:656/index.php?token=7777&id=wssj
最强综艺趴,http://154.12.36.187:656/index.php?token=7777&id=zqzyp
江苏综艺频道,http://154.12.36.187:656/index.php?token=7777&id=jszypd
上海新闻综合,http://154.12.36.187:656/index.php?token=7777&id=shxwzh
上视东方影视,http://154.12.36.187:656/index.php?token=7777&id=ssdfys
上海第一财经,http://154.12.36.187:656/index.php?token=7777&id=shdycj


斗鱼频道,#genre#

特辑电影院,http://154.12.36.187:656/index.php?token=7777&id=3637778&type=douyu
牛叔说电影,http://154.12.36.187:656/index.php?token=7777&id=2758565&type=douyu
小片片说大片,http://154.12.36.187:656/index.php?token=7777&id=4258555&type=douyu
万合出品,http://154.12.36.187:656/index.php?token=7777&id=9220456&type=douyu
火龙果说电影,http://154.12.36.187:656/index.php?token=7777&id=9559158&type=douyu
科幻Fans布玛,http://154.12.36.187:656/index.php?token=7777&id=3508304&type=douyu
PP看动漫,http://154.12.36.187:656/index.php?token=7777&id=9837291&type=douyu
开心锤锤动漫,http://154.12.36.187:656/index.php?token=7777&id=9018297&type=douyu
OneGuy丶,http://154.12.36.187:656/index.php?token=7777&id=9734098&type=douyu
虫哥说电影,http://154.12.36.187:656/index.php?token=7777&id=8915074&type=douyu
电影迷小雅,http://154.12.36.187:656/index.php?token=7777&id=9639225&type=douyu
发条张的电影最TOP,http://154.12.36.187:656/index.php?token=7777&id=2164691&type=douyu
史君说剧,http://154.12.36.187:656/index.php?token=7777&id=9419771&type=douyu
sweet夏有甜,http://154.12.36.187:656/index.php?token=7777&id=4808115&type=douyu
吸奇侠,http://154.12.36.187:656/index.php?token=7777&id=8986636&type=douyu
晚风吹过灬,http://154.12.36.187:656/index.php?token=7777&id=5800628&type=douyu
芙芙家的洗碗君,http://154.12.36.187:656/index.php?token=7777&id=9446706&type=douyu
牛叔说电影二台,http://154.12.36.187:656/index.php?token=7777&id=10010651&type=douyu
胆子不小的郑吉祥,http://154.12.36.187:656/index.php?token=7777&id=9171887&type=douyu
老烟斗鬼故事,http://154.12.36.187:656/index.php?token=7777&id=2337939&type=douyu
周扒片,http://154.12.36.187:656/index.php?token=7777&id=6434857&type=douyu
小片片说大片二台,http://154.12.36.187:656/index.php?token=7777&id=10011547&type=douyu
星君说电影,http://154.12.36.187:656/index.php?token=7777&id=8014467&type=douyu
3说电影,http://154.12.36.187:656/index.php?token=7777&id=9643264&type=douyu
侃片大师兄,http://154.12.36.187:656/index.php?token=7777&id=9338839&type=douyu
怪兽马提尼电影,http://154.12.36.187:656/index.php?token=7777&id=9075333&type=douyu
堇姑娘,http://154.12.36.187:656/index.php?token=7777&id=297689&type=douyu
九冢嵬,http://154.12.36.187:656/index.php?token=7777&id=9393501&type=douyu
阿苏电影,http://154.12.36.187:656/index.php?token=7777&id=9037784&type=douyu
666以撒皮神,http://154.12.36.187:656/index.php?token=7777&id=10922695&type=douyu
用户49868946,http://154.12.36.187:656/index.php?token=7777&id=11546930&type=douyu
用户3431809680,http://154.12.36.187:656/index.php?token=7777&id=11290462&type=douyu
蔡老板家的长工丶,http://154.12.36.187:656/index.php?token=7777&id=8869614&type=douyu
拳叔二次元,http://154.12.36.187:656/index.php?token=7777&id=9484105&type=douyu
小小天才搞笑视频,http://154.12.36.187:656/index.php?token=7777&id=9419678&type=douyu
宇宙探索飞船,http://154.12.36.187:656/index.php?token=7777&id=9456028&type=douyu
开心嘴炮,http://154.12.36.187:656/index.php?token=7777&id=9026377&type=douyu
劉星星呀,http://154.12.36.187:656/index.php?token=7777&id=7422897&type=douyu
悬疑MOVIE,http://154.12.36.187:656/index.php?token=7777&id=9601429&type=douyu
刘哔电影,http://154.12.36.187:656/index.php?token=7777&id=2632223&type=douyu
历史经典烩,http://154.12.36.187:656/index.php?token=7777&id=9487003&type=douyu
老秦说秦,http://154.12.36.187:656/index.php?token=7777&id=9650131&type=douyu
文西与阿漆,http://154.12.36.187:656/index.php?token=7777&id=8737695&type=douyu
李允儿er的助眠小窝,http://154.12.36.187:656/index.php?token=7777&id=9038894&type=douyu
顾止最爱的小胖宝贝,http://154.12.36.187:656/index.php?token=7777&id=238643&type=douyu
章的亲弟弟,http://154.12.36.187:656/index.php?token=7777&id=9641152&type=douyu
一个机智张张,http://154.12.36.187:656/index.php?token=7777&id=9653063&type=douyu
鬼兄奇谈,http://154.12.36.187:656/index.php?token=7777&id=8722254&type=douyu
中二日记搞笑动画,http://154.12.36.187:656/index.php?token=7777&id=9505575&type=douyu
漫威君,http://154.12.36.187:656/index.php?token=7777&id=1713615&type=douyu
Svip丶YoYo,http://154.12.36.187:656/index.php?token=7777&id=3472959&type=douyu
代娱说美剧,http://154.12.36.187:656/index.php?token=7777&id=9123570&type=douyu
茶啊二中官方,http://154.12.36.187:656/index.php?token=7777&id=2925610&type=douyu
老邪说电影,http://154.12.36.187:656/index.php?token=7777&id=9222870&type=douyu
JustXiaIt嘻咦啊看,http://154.12.36.187:656/index.php?token=7777&id=2660125&type=douyu
小陶气说动漫,http://154.12.36.187:656/index.php?token=7777&id=9527700&type=douyu
小涛讲电影V,http://154.12.36.187:656/index.php?token=7777&id=8415464&type=douyu
培根悖论唠唠嗑,http://154.12.36.187:656/index.php?token=7777&id=5354713&type=douyu
工藤新医heart,http://154.12.36.187:656/index.php?token=7777&id=8741860&type=douyu
小司马说剧,http://154.12.36.187:656/index.php?token=7777&id=9660127&type=douyu
真香动漫解说,http://154.12.36.187:656/index.php?token=7777&id=9391292&type=douyu
骑毛驴的八戒,http://154.12.36.187:656/index.php?token=7777&id=1979257&type=douyu
一目十影,http://154.12.36.187:656/index.php?token=7777&id=3643605&type=douyu
奥雷卡尔克斯,http://154.12.36.187:656/index.php?token=7777&id=1224356&type=douyu
老王忆经典,http://154.12.36.187:656/index.php?token=7777&id=9687733&type=douyu
铁血影视汇,http://154.12.36.187:656/index.php?token=7777&id=9649701&type=douyu
尉迟杰影评,http://154.12.36.187:656/index.php?token=7777&id=8850682&type=douyu
史君观影,http://154.12.36.187:656/index.php?token=7777&id=9644669&type=douyu
圈踢动漫,http://154.12.36.187:656/index.php?token=7777&id=1952680&type=douyu
东倾电影,http://154.12.36.187:656/index.php?token=7777&id=8344251&type=douyu
谁语说电影,http://154.12.36.187:656/index.php?token=7777&id=8705754&type=douyu
胥渡吧直播号,http://154.12.36.187:656/index.php?token=7777&id=2040822&type=douyu
松轩说电影,http://154.12.36.187:656/index.php?token=7777&id=1524969&type=douyu
菇菇说过,http://154.12.36.187:656/index.php?token=7777&id=8788687&type=douyu
猎奇笔记本,http://154.12.36.187:656/index.php?token=7777&id=9627172&type=douyu
新手村头号玩家,http://154.12.36.187:656/index.php?token=7777&id=562225&type=douyu
好剧看不停,http://154.12.36.187:656/index.php?token=7777&id=9388938&type=douyu
影视英雄汇,http://154.12.36.187:656/index.php?token=7777&id=10240495&type=douyu
蛋泥动画,http://154.12.36.187:656/index.php?token=7777&id=9312460&type=douyu
有部电影儿,http://154.12.36.187:656/index.php?token=7777&id=9736479&type=douyu
绿阿掌,http://154.12.36.187:656/index.php?token=7777&id=2365&type=douyu
我叫萌迪迪V,http://154.12.36.187:656/index.php?token=7777&id=5354705&type=douyu
英大吉来了,http://154.12.36.187:656/index.php?token=7777&id=9174097&type=douyu
我是一只西瓜啊,http://154.12.36.187:656/index.php?token=7777&id=9065082&type=douyu
老鱼说剧,http://154.12.36.187:656/index.php?token=7777&id=9994377&type=douyu
大蓝雀,http://154.12.36.187:656/index.php?token=7777&id=8656759&type=douyu
楠者电影,http://154.12.36.187:656/index.php?token=7777&id=9485398&type=douyu
长片短解,http://154.12.36.187:656/index.php?token=7777&id=9410946&type=douyu
科学放映室,http://154.12.36.187:656/index.php?token=7777&id=9439712&type=douyu
探奇录,http://154.12.36.187:656/index.php?token=7777&id=9746763&type=douyu
独立鱼电影,http://154.12.36.187:656/index.php?token=7777&id=2413555&type=douyu
植物椿de房间,http://154.12.36.187:656/index.php?token=7777&id=9771247&type=douyu
贝爷求生影视,http://154.12.36.187:656/index.php?token=7777&id=9661369&type=douyu
热影连连看,http://154.12.36.187:656/index.php?token=7777&id=9388931&type=douyu
墨逗电影,http://154.12.36.187:656/index.php?token=7777&id=9614847&type=douyu
九叔说电影v,http://154.12.36.187:656/index.php?token=7777&id=9348282&type=douyu
逗米说电影,http://154.12.36.187:656/index.php?token=7777&id=421222&type=douyu
我为奥迪上黄金,http://154.12.36.187:656/index.php?token=7777&id=9336286&type=douyu
岚FLL,http://154.12.36.187:656/index.php?token=7777&id=9409703&type=douyu
篮球长镜头,http://154.12.36.187:656/index.php?token=7777&id=9399887&type=douyu
郭云神奇,http://154.12.36.187:656/index.php?token=7777&id=8694831&type=douyu
楚哥说电影,http://154.12.36.187:656/index.php?token=7777&id=9375743&type=douyu
高清频道,#genre#
CCTV-1HD,http://107.150.60.122/live/cctv1hd.m3u8
CCTV-2HD,http://107.150.60.122/live/cctv2hd.m3u8
CCTV-3HD,http://107.150.60.122/live/cctv3hd.m3u8
CCTV-4HD,http://107.150.60.122/live/cctv4hd.m3u8
CCTV-5HD,http://107.150.60.122/live/cctv5hd.m3u8
CCTV-6HD,http://107.150.60.122/live/cctv6hd.m3u8
CCTV-7HD,http://107.150.60.122/live/cctv7hd.m3u8
CCTV-8HD,http://107.150.60.122/live/cctv8hd.m3u8
CCTV-9HD,http://107.150.60.122/live/cctv9hd.m3u8
CCTV-10HD,http://107.150.60.122/live/cctv10hd.m3u8
CCTV-11HD,http://107.150.60.122/live/cctv11hd.m3u8
CCTV-12HD,http://107.150.60.122/live/cctv12hd.m3u8
CCTV-13HD,http://107.150.60.122/live/cctv13hd.m3u8
CCTV-14HD,http://107.150.60.122/live/cctv14hd.m3u8
CCTV-15HD,http://107.150.60.122/live/cctv15hd.m3u8
CCTV-16HD,http://107.150.60.122/live/cctv16hd.m3u8
CCTV-17HD,http://107.150.60.122/live/cctv17hd.m3u8
CCTV-5+HD,http://107.150.60.122/live/cctv5p.m3u8
CCTV-4K超高清,http://107.150.60.122/live/cctv4k.m3u8
CCTV-8K超高清,http://107.150.60.122/live/cctv8k.m3u8
湖南卫视HD,http://107.150.60.122/live/hnwshd.m3u8
东方卫视HD,http://107.150.60.122/live/dfwshd.m3u8
浙江卫视HD,http://107.150.60.122/live/zjwshd.m3u8
江苏卫视HD,http://107.150.60.122/live/jswshd.m3u8
重庆卫视HD,http://107.150.60.122/live/cqwshd.m3u8
东南卫视HD,http://107.150.60.122/live/dnwshd.m3u8
广西卫视HD,http://107.150.60.122/live/gxwshd.m3u8
湖北卫视HD,http://107.150.60.122/live/hbwshd.m3u8
辽宁卫视HD,http://107.150.60.122/live/lnwshd.m3u8
山东卫视HD,http://107.150.60.122/live/sdwshd.m3u8
天津卫视HD,http://107.150.60.122/live/tjwshd.m3u8
陕西卫视HD,http://107.150.60.122/live/snwshd.m3u8
广东卫视HD,http://107.150.60.122/live/gdwshd.m3u8
深圳卫视HD,http://107.150.60.122/live/szwshd.m3u8
青海卫视,http://107.150.60.122/live/qhws.m3u8
西藏卫视,http://107.150.60.122/live/xzws.m3u8
大湾区卫视,http://107.150.60.122/live/nfws.m3u8
CCTV-央视文化精品,http://107.150.60.122/live/ysjp.m3u8
CCTV-卫生健康,http://107.150.60.122/live/wsjk.m3u8
北京卡酷少儿,http://107.150.60.122/live/btvkk.m3u8
中央新影-发现之旅,http://107.150.60.122/live/fxzl.m3u8
中央新影-老故事,http://107.150.60.122/live/lgs.m3u8
中国教育3,http://107.150.60.122/live/cetv3.m3u8
广东珠江,http://107.150.60.122/live/gdzj.m3u8
广东体育,http://107.150.60.122/live/gdty.m3u8
广东新闻,http://107.150.60.122/live/gdxw.m3u8
广西影视,http://107.150.60.122/live/gxys.m3u8
广西综艺旅游,http://107.150.60.122/live/gxzy.m3u8
广西都市,http://107.150.60.122/live/gxds.m3u8
广西新闻,http://107.150.60.122/live/gxxw.m3u8
广西国际,http://107.150.60.122/live/gxgj.m3u8
湖北综合,http://107.150.60.122/live/hbzh.m3u8
湖北经视,http://107.150.60.122/live/hbjs.m3u8
湖北影视,http://107.150.60.122/live/hbys.m3u8
湖北教育,http://107.150.60.122/live/hbjy.m3u8
湖北垄上,http://107.150.60.122/live/hbls.m3u8
湖北生活,http://107.150.60.122/live/hbty.m3u8
湖南娱乐,http://107.150.60.122/live/hnyl.m3u8
湖南教育,http://107.150.60.122/live/hnjy.m3u8
吉林都市,http://107.150.60.122/live/jlds.m3u8
吉林综艺文化,http://107.150.60.122/live/jlfz.m3u8
吉林生活,http://107.150.60.122/live/jlsh.m3u8
新疆汉语影视,http://107.150.60.122/live/xjtv6.m3u8
新疆汉语体育健康,http://107.150.60.122/live/xjtv7.m3u8
江西少儿家庭,http://107.150.60.122/live/jxtv6.m3u8
江西新闻频道,http://107.150.60.122/live/jxtv7.m3u8
成龙电影,http://107.150.60.122/live/lbcl.m3u8
周润发电影,http://107.150.60.122/live/lbzrf.m3u8
